,timestamp,location,text,sentiment_score,sentiment
0,2022-11-24T16:50:43.000Z,,Wokeism is out to replace families with identity groups as the core cells of society - All Hail the Church of Woke https://t.co/NVZwzM8n2B #RoeOverturned #Writer #ThursdayMotivation,-0.9917612075805664,Strongly Negative
1,2022-11-22T14:57:38.000Z,Southeastern PA,"The liberals have their Gen Z, but we have our Pro Life gen, be nice if the two forces could combine, however the Left and the Establishment Uniparty want to keep US divided. #prolife  #Prolifegen #RoeOverturned #GenZ",-0.9964326620101929,Strongly Negative
